"species","area_global","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_mean_int","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","Order","X2024.IUCN.Red.List.category","Average.Mass","Clutch_Min","Clutch_Max","Sed","Primary.Habitat","Primary.Diet","HB","Flightlessness","Exposure","IUCN_num","Clutch_mean","Flightless_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Actitis hypoleucos",0.236851393333906,0.773499237153449,0.813432681757138,0.63919810478133,0.516420685104803,0.548192995343519,0.600794023049279,0.193215322744004,0.558004312224633,0.611766109045574,0.309955307481905,0.158981965483844,NA,"Charadriiformes","LC",0.00125560633549163,3,5,0,"Wetland","Invertebrate",5,"No",0.556447877868564,0,0.157894736842105,0,0.0397875857943992,0.0198937928971996,0.197916679408875,0.0088789491371858,"High"
"Aegithalos annamensis",0.000245561632751026,0.83841800923322,0.830177774721084,0.663635097080872,0.174101014655045,0.252963799811372,0.435181604767866,0.42937577399954,0.463162204726434,0.521850918987306,0.513503817288623,0.18730672319856,NA,"Passeriformes","LC",5.32036582835436e-05,3,7,0,"Forest","Invertebrate",4,"No",0.512237001527136,0,0.210526315789474,0,0.0526448798619393,0.0263224399309697,0.0937761424156555,0.0122189132441935,"High"
"Aegithalos bonvaloti",0.00048027922976034,0.805190099135159,0.699822553183831,0.417277957949263,0.250454678785671,0.255812515595699,0.544198299500816,0.271153687526364,0.410404818658505,0.527596465454675,0.35327339324729,0.698197637923967,NA,"Passeriformes","LC",6.38443899402523e-05,NA,NA,0,"Forest","Invertebrate",3,"No",0.453518446903727,0,NA,0,2.12814633134174e-05,1.06407316567087e-05,0.349338958576864,3.13993929427457e-06,"Very low"
"Aegithalos caudatus",0.0865987816944658,0.794822301407294,0.788133722032135,0.58446958653829,0.553220069244029,0.551881891249419,0.679890550203263,0.190119161608022,0.615629099938259,0.665762370741137,0.311902417901925,0.178084054392297,NA,"Passeriformes","LC",9.1510292247695e-05,6,15,0,"Forest","Invertebrate",5,"No",0.573583117086377,0,0.5,0,0.125022877573062,0.062511438786531,0.132341418043381,0.0311103374155788,"Very high"
"Aegithalos concinnus",0.00901699275416831,0.802849457102647,0.788554688555699,0.677758046404272,0.294571962492313,0.33479544901776,0.568639883748013,0.250311924550697,0.466162006016815,0.555657945325174,0.356262384654631,0.223858900669039,NA,"Passeriformes","LC",5.10755119522018e-05,3,7,0,"Forest","Invertebrate",3,"No",0.509556374786802,0,0.210526315789474,0,0.0526443478253565,0.0263221739126782,0.116437946711603,0.0118508922417935,"High"
"Aegithalos fuliginosus",0.000729329166599727,0.784705680929698,0.731147545386105,0.527984281752303,0.320899613628516,0.320009531349201,0.691990844257617,0.219079941714178,0.479282394400912,0.602573524596808,0.339575039039302,0.450954574038382,NA,"Passeriformes","LC",4.25629266268349e-05,NA,NA,0,"Forest","Invertebrate",5,"No",0.501724839705464,0,NA,0,1.4187642208945e-05,7.09382110447248e-06,0.225841951602491,2.75534171992484e-06,"Very low"
"Aegithalos glaucogularis",0.00617714826338332,0.811237593826198,0.755126505866347,0.638162919907839,0.363265856191826,0.371338315403703,0.644656413825072,0.255952950001637,0.545251711012962,0.632323255143966,0.359894103936422,0.282285495098409,NA,"Passeriformes","LC",7.76773410939736e-05,NA,9.9,0,"Forest","Invertebrate",2,"No",0.537720962511597,0,0.468421052631579,0,0.117124682493168,0.0585623412465841,0.144231321680896,0.026948325552102,"Very high"
"Aegithalos iouschistos",0.000221066893173738,0.830699566445783,0.740212413966132,0.385889505441764,0.191819269394817,0.230269891256224,0.560113803600855,0.401384654645165,0.479723981342587,0.533369935213968,0.494934670772914,0.656315723910858,NA,"Passeriformes","LC",6.17162436089106e-05,NA,NA,0,"Forest","Invertebrate",3,"No",0.484841769208021,0,NA,0,2.05720812029702e-05,1.02860406014851e-05,0.328268395402016,3.34999411162505e-06,"Very low"
"Aegithalos iredalei",0.000947362370826652,0.780629928173884,0.798510936468811,0.550452726367354,0.272725628894337,0.332118126551615,0.346450001104982,0.270044767188478,0.322453829604659,0.43011379690981,0.332958857716753,0.484222835364897,NA,"Passeriformes","LC",5.32036582835436e-05,3,8,0,"Forest","Invertebrate",4,"No",0.443645859898068,0,0.236842105263158,0,0.0592238272303604,0.0296119136151802,0.242585098867862,0.00995031321977632,"High"
"Aegithalos leucogenys",0.000987781329952469,0.821014210948133,0.848686213360772,0.688815588291982,0.321637097625015,0.375659775698598,0.361404257108652,0.177806851572454,0.332152597184675,0.434531922784483,0.264686365608566,0.454124572473624,NA,"Passeriformes","LC",5.85240241118979e-05,5,8,0,"Forest","Invertebrate",3,"No",0.462639488018333,0,0.289473684210526,0,0.0723830520586596,0.0361915260293298,0.227556176901788,0.0129335128535407,"High"
"Aegithalos niveogularis",0.000608590117181195,0.812757337891852,0.832576500334889,0.517018225505655,0.297034861210824,0.367364822311482,0.323860287810409,0.239150753515944,0.364276414798356,0.447749273027844,0.324113167357512,0.597148632061055,NA,"Passeriformes","LC",8.08695605909862e-05,4,NA,0,"Shrub","Invertebrate",2,"No",0.452590164376477,0,0.157894736842105,0,0.0394939016006741,0.019746950800337,0.298878611089118,0.0062661151579343,"Medium"
"Aegithina lafresnayei",0.00499398037756912,0.753490973669067,0.830949260722826,0.741251314114492,0.202878925248583,0.280694017580017,0.389023205566952,0.263401278036266,0.311581909397921,0.451677821997742,0.326808489801191,0.119348939520529,NA,"Passeriformes","LC",0.000310709364375895,NA,NA,0,"Forest","Invertebrate",1,"No",0.455175719613506,0,NA,0,0.000103569788125298,5.17848940626491e-05,0.0621714599490492,2.21057688607498e-05,"Very low"
"Aegithina nigrolutea",0.00224081561480055,0.584728280558608,0.893281657158626,0.912268508174294,0.286182122311399,0.381070343229934,0.31063696943793,0.0894142175452129,0.166852855085595,0.40689641255227,0.153128474946084,0.113622947157808,NA,"Passeriformes","LC",0.000173798617059576,2,3,0,"Shrub","Invertebrate",2,"No",0.418445984099995,0,0.0789473684210526,0,0.0197802917595281,0.00989014587976403,0.0579318813863041,0.0038987412079944,"Low"
"Aegithina tiphia",0.019162477772299,0.675029220103475,0.788607771326343,0.772421027506771,0.214269939117697,0.280329596081223,0.307761981223495,0.250283408052816,0.246213757874229,0.376421890256218,0.292437043903083,0.121627766026105,NA,"Passeriformes","LC",0.000205720812029703,2,3,0,"Coastal","Invertebrate",6,"No",0.420377563544535,0,0.0789473684210526,0,0.0197882723082706,0.00989413615413529,0.0703951218992022,0.00386648033057582,"Low"
"Aegithina viridissima",0.00318716283235486,0.672310514537995,0.587648096481115,0.685894421447508,0.107739460725362,0.135870892296061,0.418757389006888,0.49181713005262,0.314050838412588,0.44924595572122,0.463684917132435,0.0828675461714816,NA,"Passeriformes","NT",0.00020075513725657,2,NA,0,"Forest","Invertebrate",2,"No",0.432701961581379,0.25,0.0526315789473684,0,0.0132080835211562,0.131604041760578,0.0430273545019182,0.0544951202488435,"Very high"
"Aegolius funereus",0.125109875394602,0.79693248110258,0.806305508365978,0.564716696472196,0.624717035139123,0.632780864204268,0.678296481864057,0.170944298943256,0.6315227956898,0.665481194059644,0.293038921430685,0.167274842189045,NA,"Strigiformes","LC",0.00284639571816958,3,6,0,"Forest","Vertebrate",3,"No",0.586473627727159,0,0.184210526315789,0,0.0467642305084898,0.0233821152542449,0.146192358791823,0.0117082590244063,"High"
"Aegotheles affinis",3.29354542215351e-06,0.862885231435797,0.683045775974791,0.554909696838891,0.0539419491584616,0.106374354779549,NA,0.819097271645537,0.35388977638411,NA,0.704653133231217,0.114563312131057,NA,"Caprimulgiformes","NT",0.00102789467803806,NA,NA,0,"Forest","Invertebrate",1,"No",0.517349648681044,0.25,NA,0,0.000342631559346021,0.125171315779673,0.0572833028382396,0.0610478221405204,"Very high"
"Aegotheles albertisi",0.000485343373461972,0.608329964315535,0.417893780021903,0.459525015325334,0.106933010554743,0.0858596452467806,0.307908211353241,0.583494856594271,0.315051286904448,0.470079734026731,0.473726097131698,0.438252207207404,NA,"Caprimulgiformes","LC",0.000715057167330826,1,1,0,"Forest","Invertebrate",3,"No",0.382880160147468,0,0,0,0.000178764291832706,8.93821459163532e-05,0.219368775290433,2.67152694498898e-05,"Very low"
"Aegotheles archboldi",0.000129324820864229,0.577465218044197,0.386248636308435,0.399848089086729,0.108478966660945,0.0792873204460221,NA,0.566374463298811,0.302089777241883,NA,0.454948262656623,0.538561921742127,NA,"Caprimulgiformes","LC",0.000595880972775688,NA,NA,0,"Forest","Invertebrate",2,"No",0.359342591717956,0,NA,0,0.000198626990925229,9.93134954626147e-05,0.269345623281495,2.60752783762338e-05,"Very low"
"Aegotheles bennettii",0.000571255781248231,0.591429126750021,0.409696762892417,0.685454502817451,0.11079140934987,0.0874255059957236,NA,0.556217049532089,0.292375514186037,NA,0.440770572391939,0.100505052571853,NA,"Caprimulgiformes","LC",0.00103037751542463,2,2,0,"Forest","Invertebrate",1,"No",0.396770055489444,0,0.0526315789473684,0,0.0134154891156983,0.00670774455784913,0.0505381541765505,0.00252692831056197,"Low"
"Aegotheles crinifrons",5.86830166698762e-05,0.964623771339891,0.903546325858826,0.592430221012441,0.0457351807089556,0.151441947910847,0.391046218595698,0.84669688413549,0.397377828082453,0.429135849837827,0.825953262522827,0.0938501472803216,NA,"Caprimulgiformes","LC",0.0028091531573711,NA,NA,0,"Forest","Invertebrate",3,"No",0.554798749000526,0,NA,0,0.000936384385790367,0.000468192192895183,0.0469544151484957,0.000247555918869826,"Very low"
"Aegotheles insignis",0.000484005589630682,0.620009720932191,0.426469685796159,0.453214165772943,0.106033633387504,0.0873710585515478,0.307908211353241,0.593892432988446,0.319316363727017,0.470079734026731,0.485122823678565,0.446991943337978,NA,"Caprimulgiformes","LC",0.00154361547233321,NA,NA,0,"Forest","Invertebrate",3,"No",0.386941783021435,0,NA,0,0.000514538490777737,0.000257269245388868,0.223737974463804,7.72755033050828e-05,"Very low"
"Aegotheles tatei",1.05843710473872e-05,0.574322967818694,0.390957742315118,0.718503507480262,0.136343934154627,0.0974666833495992,NA,0.44599318219807,0.295827511434201,NA,0.380469054331569,0.0562278950205762,NA,"Caprimulgiformes","LC",0.00102151023904404,NA,NA,0,"Forest","Invertebrate",1,"No",0.379985572885267,0,NA,0,0.000340503413014679,0.000170251706507339,0.0281192396958118,6.28740688528302e-05,"Very low"
"Aegotheles wallacii",0.000115346595035564,0.700310481949095,0.520346425742517,0.633025757310475,0.113071737391254,0.111354260088495,NA,0.621071923207482,0.366085004544632,NA,0.538020989235716,0.151428932810201,NA,"Caprimulgiformes","LC",0.00097681916608586,NA,NA,0,"Forest","Invertebrate",2,"No",0.450410822433708,0,NA,0,0.000325606388695287,0.000162803194347643,0.0757721397026181,6.77720769036765e-05,"Very low"
"Aegypius monachus",0.0644097787628161,0.792165891952021,0.811999012978401,0.647782369335335,0.379553690162394,0.414601117829669,0.548049077910466,0.226840415496865,0.556175303337234,0.574840592682817,0.358625409647278,0.381634672781744,NA,"Accipitriformes","NT",0.204748958538389,1,2,0,"Forest","Scavenger",4,"No",0.531063288133248,0.25,0.0263157894736842,0,0.0577661870030183,0.153883093501509,0.22302222577228,0.0634959147540508,"Very high"
"Aepypodius arfakianus",0.000558189597694065,0.632333088598443,0.439777889116177,0.503033738710391,0.10437295136989,0.0889823746783106,NA,0.602264068405263,0.325722807506703,NA,0.497049697458346,0.362825947960529,NA,"Galliformes","LC",0.0306665886346345,20,20,0,"Forest","Herbivore",1,"No",0.39919207698044,0,1,0,0.257666647158659,0.128833323579329,0.181692068779112,0.0420849566448569,"Very high"
"Aerodramus brevirostris",0.00977347235333544,0.751084500514747,0.757990222037246,0.638202925298758,0.240722449356994,0.285728172997916,0.493162296543374,0.286590493560567,0.377801356704351,0.508362716298428,0.357294348303861,0.284078505979666,NA,"Caprimulgiformes","LC",0.000184084657661061,2,2,0,"Riparian","Invertebrate",3,"No",0.469693948161624,0,0.0526315789473684,0,0.0132039159012574,0.00660195795062868,0.146925989166501,0.00264529694037098,"Low"
"Aerodramus fuciphagus",0.00474236953168586,0.675790857087071,0.616451085079605,0.671311729584837,0.10638350516701,0.13963441060256,0.485056470371867,0.447440437194435,0.308462743466338,0.50956399527277,0.446499027654181,0.0989016362172936,NA,"Caprimulgiformes","LC",0.000192384428353294,1,2,0,"Forest","Invertebrate",4,"No",0.440659426148067,0,0.0263157894736842,0,0.00662704347550938,0.00331352173775469,0.0518220028744898,0.00138446748869818,"Low"
"Aerodramus hirundinaceus",0.00168030872401339,0.64359268884781,0.457198474862918,0.617666853730587,0.106421208282289,0.0930754287479901,0.307908211353241,0.600733368570235,0.330943851193818,0.470079734026731,0.500880079094044,0.178475770561508,NA,"Caprimulgiformes","LC",0.000121304340886479,1,1,0,"Forest","Invertebrate",1,"No",0.412849989870966,0,0,0,3.03260852216198e-05,1.51630426108099e-05,0.0900780396427607,5.69616787633895e-06,"Very low"
"Aerodramus infuscatus",0.000524171811001134,0.891260783127313,0.852295563397405,0.607685168919453,0.0860938759285389,0.178763416868874,0.391669277761804,0.658626328985222,0.399939308924169,0.476255098337232,0.672348314644316,0.155314454276064,NA,"Caprimulgiformes","LC",0.000239416462275946,NA,NA,0,"Forest","Invertebrate",2,"No",0.521493713689433,0,NA,0,7.98054874253154e-05,3.99027437126577e-05,0.0779193130435324,1.9187604682011e-05,"Very low"
"Aerodramus maximus",0.00303849883060954,0.67937350574069,0.585965477475638,0.67758411083827,0.107466613414764,0.13521502072849,0.387761285756009,0.505744654906249,0.317400777281392,0.438116823067644,0.469374663127975,0.0997297640169254,NA,"Caprimulgiformes","LC",0.000272402730411743,1,1,0,"Forest","Invertebrate",4,"No",0.430400293233712,0,0,0,6.81006826029358e-05,3.40503413014679e-05,0.0513841314237675,1.3902228207562e-05,"Very low"
"Aerodramus mearnsi",0.00074536839893115,0.698086799430597,0.720716830226666,0.654800464098546,0.0913728776401083,0.15186286791217,0.397225922535956,0.363872380852992,0.270947467799066,0.450499492271028,0.416707491519297,0.116802298746025,NA,"Caprimulgiformes","LC",0.000159610974850631,4,4,0,"Forest","Invertebrate",1,"No",0.421609259428643,0,0.157894736842105,0,0.039513586954239,0.0197567934771195,0.058773833572478,0.00784008177616474,"Medium"
"Aerodramus papuensis",0.000470259987119256,0.596151907492211,0.402275082864857,0.646888146482532,0.10967857066542,0.0850123029349829,NA,0.563703146827784,0.29054658396788,NA,0.442490332712428,0.165489966383113,NA,"Caprimulgiformes","DD",0.000349015998340046,NA,NA,0,"Rocky","Invertebrate",1,"No",0.392093259243512,NA,NA,0,0.000116338666113349,0.000116338666113349,0.0829801131851162,4.18304185594419e-05,"Very low"
"Aerodramus salangana",0.00138974600552924,0.693709578225763,0.585412867192148,0.650372688550453,0.0986820844910941,0.123142051819759,0.320272101380607,0.502616315705879,0.298853358859141,0.383631265720781,0.461413806378683,0.122170307898356,NA,"Caprimulgiformes","LC",0.000155354682187947,1,2,0,"Rocky","Invertebrate",2,"No",0.411810611832431,0,0.0263157894736842,0,0.00661778603896804,0.00330889301948402,0.0617800269519427,0.00127845349226481,"Very low"
"Aerodramus unicolor",0.00072865710776335,0.687503489326751,0.76982428698738,0.730448061743766,0.147078480938032,0.196890977001646,0.337176714638916,0.111902762689672,0.178225583964979,0.358406303101012,0.202605163741308,0.128028698214068,NA,"Caprimulgiformes","LC",0.000148970243193922,2,2,0,"Rocky","Invertebrate",5,"No",0.372006182413346,0,0.0526315789473684,0,0.0131951372976406,0.00659756864882029,0.0643786776609155,0.002296329399038,"Low"
"Aerodramus vanikorensis",0.0035070774912313,0.721730485342963,0.642650330382085,0.64983117262539,0.0989030873133324,0.134185951296682,0.395183826003413,0.521099645055463,0.328027554678763,0.450121239477669,0.510001092721437,0.112772868773625,NA,"Caprimulgiformes","LC",0.000136201365205872,1,2,0,"Forest","Invertebrate",3,"No",0.44517343848972,0,0.0263157894736842,0,0.00661299770972252,0.00330649885486126,0.0581399731324283,0.00138638543201831,"Low"
"Aerodramus vulcanorum",2.3078453710612e-05,0.655065553949674,0.569052602026261,0.507803831349128,0.0824882461129312,0.111487586336465,NA,0.365204468532668,0.228733281511906,NA,0.361791966897231,0.257080583269832,NA,"Caprimulgiformes","LC",0.000221327218459541,2,2,0,"Rocky","Invertebrate",1,"No",0.360203442089533,0,0.0526315789473684,0,0.013213226541457,0.0066066132707285,0.128551830861771,0.00207380685545532,"Low"
"Aerodramus whiteheadi",6.54670771849806e-05,0.723156662166157,0.669685726587886,0.578737709086772,0.0962364446319504,0.144094640869202,0.370901594761972,0.422970254552495,0.26242478924128,0.398218468032232,0.425745350245741,0.279112499055151,NA,"Caprimulgiformes","DD",0.000212814633134174,NA,NA,0,"Forest","Invertebrate",1,"No",0.409217164017569,NA,NA,0,7.09382110447248e-05,7.09382110447248e-05,0.139588983066168,2.49769863134749e-05,"Very low"
"Aethia cristatella",0.0377972357909587,0.0771873725644758,0.0981748871764943,0.34281001325677,0.366394942647826,0.0495103242629339,0.568640186068484,0.100318555637811,0.192489862263149,0.762614002385584,0.173706722722716,0.0521502562816955,NA,"Charadriiformes","LC",0.00544805460823486,1,1,0,"Sea","Invertebrate",4,"No",0.273184686898624,0,0,0,0.00136201365205872,0.000681006826029358,0.0449737460363271,0.00017767369220426,"Very low"
