species,iucn_category,area_global,pa_count,pa_quality_mean,mhw_freq,mhw_total_days,mhw_max_int,mhw_mean_int,mhw_cum_int,slope_intensity,slope_freq,slope_cum,slope_max,slope_total,dem_mean,dem_range,order,svl,hll,fll,hl,hw,tl,Exposure,iucn_num,Trait_sensitivity,Sensitivity,Suitability,Risk_index,Risk_level
Bufotes pewzowi,LC,0.104656468028413,1,0.59903415967972,0.732178171367871,0.661287929453866,0.521455006711036,0.598443864666492,0.602267588096322,0.570749587162451,0.350269597869718,0.512755570850424,0.502438070607402,0.485527564606574,0.389952692068007,0.801150277084281,Anura,0.131413439258524,0.424726412304052,NA,0.15818068147767,0.203095946082471,0.0794392523364486,0.553737295139215,0,0.199371146291833,0.0996855731459165,0.578958719372084,0.0232413185426509,Low
Bufotes pseudoraddei,LC,0.00424782971888838,0.375,0.763660472568556,0.64992482765579,0.809436608558575,0.330581638609694,0.544865211349793,0.692836411335763,0.734884084127878,0.343409460754193,0.696843627403807,0.735151197023773,0.565733154959572,0.832897962723944,0.63909571321808,Anura,0.132406487917908,NA,NA,0.10454185180879,0.193580673796888,0.0826899634295002,0.610366622177884,0,0.128304744238272,0.0641523721191359,0.522980395645894,0.0186784022412398,Low
Bufotes surdus,LC,0.0174101560432087,0.375,0.809815950920246,0.644905710038262,0.774266740898422,0.990112196155333,0.331611540507654,0.419915608425138,0.626816005582172,0.374228363980616,0.517610787855553,0.538744584602785,0.581506768424076,0.224450495055194,0.39276554269927,Anura,0.123866269447203,NA,NA,0.131937551590086,NA,0.0822023567655425,0.579971830647001,0,0.112668725934277,0.0563343629671385,0.363888428943584,0.0207832558291853,Low
Callulops biakensis,LC,5.02765036684209e-07,0.125,0.857142857142857,0.567088600565771,0.394339260782305,0.500304254883937,0.0252152404692031,0.0384499817499581,NA,0.71010460720362,0.298365160138045,NA,0.706699284939799,0.0195655011752336,0,Anura,0.12699988966126,NA,NA,0.145990038371106,0.195007964639726,0.0942706216984966,0.40507079884158,0,0.140567128592647,0.0702835642963236,0.200341772216625,0.0227661254346269,Low
Callulops boettgeri,DD,1.45884748310705e-05,0,NA,0.916455699717114,0.987951750624643,0.61967431124155,0.100712506022114,0.291008366098246,NA,0.928893546272332,0.496101842144934,NA,0.950614660181679,0.0677659068122124,0,Anura,0.0743683107138916,NA,NA,NA,0.115079677440833,0.063592035757822,0.661426585287827,NA,0.0843466746375156,0.0843466746375156,0.0169451238217609,0.054843779219521,Medium
Callulops kopsteini,DD,4.68387174443563e-05,0,NA,0.612658205776522,0.542130408351841,0.516092353897126,0,0.0447869436408063,NA,0.88566251042619,0.308633345580291,NA,0.848485724111422,0,0.0727690055657513,Anura,0.0805472801500607,NA,NA,NA,0.125546476954974,0.0457131247460382,0.469806186473025,NA,0.0839356272836909,0.0839356272836909,0.0182039610707989,0.0387156314838446,Medium
Callulops personatus,LC,0.000974287626237945,0.25,0.0224382946896043,0.579516678752732,0.280290004873115,0.623152904949873,0.116988539341117,0.10548181634558,NA,0.825258164612998,0.324504353853318,NA,0.677308087737222,0.059176540356498,0.0781273255998853,Anura,0.132627165397771,NA,NA,NA,0.209280873068099,0.0749695245835027,0.441562568808244,0,0.138959187683124,0.0694795938415622,0.0821432896544451,0.0281594656580922,Low
Callulops robustus,LC,0.0472959047642776,0.75,0.791777172316373,0.42850103279335,0.201595045032972,0.652014915072384,0.14965766373599,0.0861546240485311,0.436435554852501,0.721768419912138,0.350659413519631,0.455063402954459,0.628390624690881,0.0924479448505747,0.488234035701594,Anura,0.143219684431204,NA,NA,NA,0.209280873068099,0.0765948801300285,0.411024069661284,0,0.143031812543111,0.0715159062715553,0.433951011526564,0.0166388735085099,Low
Chalcorana chalconota,LC,0.0258955023826491,0.875,0.49573545624869,0.438562064588793,0.438127426052034,0.667631772723232,0.137885974892211,0.162833252574892,0.482043526607367,0.528375039406512,0.299734711059379,0.40410913450704,0.544981858915742,0.0519921054852708,0.322302039032485,Anura,0.0991614255765199,NA,NA,NA,0.126749350100956,0.0912242787484762,0.41042847613272,0,0.105711684808651,0.0528558424043253,0.354185020629819,0.0140100149298945,Very low
Chalcorana labialis,LC,0.0107360052011516,0.75,0.509393881238047,0.557434787286663,0.532690007714459,0.703482220956027,0.169629911301462,0.225118555110806,0.509092233675848,0.594844992132026,0.331332592652726,0.384349245455938,0.587319846314648,0.0599086069490627,0.214476518307343,Anura,0.074324175217919,NA,NA,0.112367269431756,0.0865203488974404,0.07196899634295,0.45952943926006,0,0.0862951974725162,0.0431475987362581,0.308903002339121,0.0137027892002399,Very low
Chalcorana megalonesa,LC,0.00185294551346949,0.375,0.116695352839931,0.400715457358404,0.220750506322807,0.699939894895397,0.152916218357355,0.102489239240406,NA,0.6692068424241,0.344583635800288,NA,0.605604572494283,0.0665965899951339,0.164582257589151,Anura,0.0923204237007614,NA,NA,NA,0.11442017391872,0.0897221454693214,0.39952579586163,0,0.0988209143629341,0.049410457181467,0.144945429187537,0.0168794204249501,Low
Chirixalus doriae,LC,0.154070991099555,0.875,0.562762944264704,0.634729885257692,0.64745399781553,0.745629030476222,0.330704533858276,0.374567364632792,0.515865595015398,0.43678988629554,0.368124491867841,0.447175223939614,0.499596895367309,0.133301223165251,0.382599866477574,Anura,0.0516385302879841,0.188405797101449,NA,0.0637586094159233,0.0651244979415255,0.0408370581064608,0.500063690452621,0,0.0819528985706686,0.0409764492853343,0.421547005001417,0.0118529845583567,Very low
Choerophryne laurini,LC,1.08699155446701e-06,0.125,0,0.481012641357852,0.227959472377117,0.613340035185022,0.148321276555101,0.0857943558984265,NA,0.777672640317085,0.392904125237655,NA,0.674907943540646,0.07854693330548,0.00933479865658384,Anura,0.0286512928059142,NA,0.0447226652421096,0.0297725740870565,0.0417327869045494,0.0121224434518488,0.425239061308613,0,0.0314003524982957,0.0157001762491479,0.0425765637907237,0.00639207309662238,Very low
Choerophryne pipiens,LC,8.00305864521938e-07,0,1,0.29873414277228,0.075349035124913,0.520525595522795,0.158381274676461,0.0572414577270543,NA,0.672626863738495,0.327050367093476,NA,0.57272786389499,0.295081601596998,0,Anura,0.0291294273419398,NA,NA,0.0307013849925247,0.0441229326839921,0.0121901665989435,0.335329575068808,0,0.02903597790435,0.014517988952175,0.259016480380572,0.00360733826842508,Very low
Choerophryne variegata,DD,0.000397685921497893,0,NA,0.381969731249872,0.272280768652614,0.719474545061565,0.18607626133878,0.128731241840083,NA,0.507621301869663,0.30073015092221,NA,0.494564893942999,0.0188380923704538,0.00530013460763623,Anura,0.028246717422487,NA,0.040495973337416,0.0215568194615653,0.0393381100475971,0.0161722876879317,0.373931111859723,NA,0.0291619815913994,0.0291619815913994,0.00613397822489697,0.0108376837920751,Very low
Cophixalus monosyllabus,DD,2.62901528558257e-05,0.125,0,0.726582279886846,0.481162749608332,0.496728684539422,0.0633702711189427,0.0927128774317398,NA,0.97493769902583,0.372582861844575,NA,0.849094686967316,0.138629754836109,0.0446976715720092,Anura,0.0404281143109346,NA,NA,0.0463814017876582,0.0671227051214978,0.0295002031694433,0.507146513802875,NA,0.0458581060973835,0.0458581060973835,0.0616707433121948,0.0218225158113062,Low
Cophixalus pictus,DD,7.99908886606731e-07,0,NA,0.103797432857146,0,0.592883133427687,0.0351657825351962,0,NA,0.507724788806107,0.248665152084858,NA,0.497368935065543,0.0184328849632522,0,Anura,0.0236124903453603,NA,NA,NA,0.0446666625275232,0.0127996749288907,0.248200653097067,NA,0.0270262759339247,0.0270262759339247,0.00460842121803471,0.00667702632760906,Very low
Copiula derongo,LC,0.00670874322018932,0.25,0.987034152764174,0.347539421737855,0.118191134902105,0.492081453836361,0.14579550660846,0.0657584355483768,NA,0.684740034811291,0.317026660986243,NA,0.578883543130386,0.291845351789478,0.556490423816877,Anura,0.0737062782743021,NA,NA,NA,NA,NA,0.343752023945135,0,0.0737062782743021,0.0368531391371511,0.418415734318144,0.00736770789509098,Very low
Duttaphrynus chandai,DD,2.04555989230283e-06,0.25,0.678571428571429,0.693670880452617,0.58558042426684,0.614433300841901,0.30427983200317,0.330236907328039,NA,0.608914698004863,0.543494716135205,NA,0.683384220380348,0.208200175665699,0.0597237144812439,Anura,0.161729008054728,NA,0.730548391219104,0.194530962740877,0.260187579795965,0.109254368143031,0.545499372426623,NA,0.291250061990741,0.291250061990741,0.239299472855653,0.120857609245918,High
Duttaphrynus himalayanus,LC,0.0245432928897954,0.75,0.650637370277811,0.663391120322764,0.665117584309649,0.37930373031316,0.377711342765101,0.442816514503015,0.477993318156212,0.428978212986116,0.385441375340517,0.449487652981659,0.520769172798933,0.621472680135115,0.880577456559249,Anura,0.192430762440693,0.666370896184561,NA,0.232211132342983,0.326794485795043,0.137139374238115,0.479101002447713,0,0.310989330200279,0.155494665100139,0.585446159972394,0.0308832868493366,Low
Duttaphrynus kiphirensis,DD,5.84390934441862e-07,0,NA,0.681012669123054,0.458596288759985,0.540189976956354,0.263232616163653,0.248759993925458,NA,0.62116722292467,0.495642237329987,NA,0.683626439074843,0.280668475509794,0.0627497902191738,Anura,0.139291625289639,NA,NA,0.162790961052516,0.251338376570374,0.104510361641609,0.49902843053225,NA,0.164482831138534,0.164482831138534,0.0858547125299757,0.0750345161216412,High
Duttaphrynus mamitensis,DD,0,0,NA,0.64303797960396,0.655957134038515,0.726178067863564,0.312078513415024,0.362812348322134,NA,0.61373327213023,0.537661500781533,NA,0.683254283262463,0.0779303915641101,0,Anura,0.18609731876862,NA,NA,0.213858673266192,0.307859093946733,0.131247460381959,0.566839137427178,NA,0.209765636590876,0.209765636590876,0.0194825978910275,0.116586825912593,High
Duttaphrynus melanostictus,LC,0.602890191831094,1,0.628863242704991,0.513488954016364,0.65495947421579,0.814551153603167,0.324645934607466,0.381720700663572,0.476151288076425,0.383065752580146,0.302885972625608,0.400039124840098,0.449522741079691,0.10733649530577,0.690791843777429,Anura,0.190444665121924,0.575569358178054,NA,0.232654428455948,0.303957832309645,0.121495327102804,0.470103109630833,0,0.284824322233675,0.142412161116838,0.605976354723857,0.0263792525307677,Low
Duttaphrynus mizoramensis,DD,1.85464362391741e-06,0,NA,0.675949351272986,0.682220947381731,0.73053534438196,0.295459511332363,0.367469913712493,0.589654923199323,0.63413078793229,0.551886886450834,0.594437256510281,0.695799858924161,0.0789853958241216,0.0863368109749958,Anura,0.120269226525433,NA,NA,0.140094200068659,0.188823037654097,0.080658268996343,0.581754478109842,NA,0.132461183311133,0.132461183311133,0.0413310153606853,0.0738749232115878,Medium
Duttaphrynus nagalandensis,DD,1.15430211829604e-06,0,NA,0.694936723797735,0.536431453003269,0.573371751983616,0.289312626635421,0.296225291305466,0.765079929229516,0.623902790502999,0.547564527232093,0.76082651091855,0.70111715137975,0.251481514849634,0.0948218412012478,Anura,0.0979808010592519,NA,NA,0.10897481293845,0.14933465766893,0.0656643640796424,0.578876875598842,NA,0.105488658936569,0.105488658936569,0.0865761275882501,0.0557781788011695,Medium
Duttaphrynus noellerti,CR,0.000186115419026653,0.375,0.866148684442874,0.485542957923027,0.675564404884727,0.620416651622655,0.103053647126091,0.223687620130102,NA,0.487194522970492,0.274818090408913,NA,0.544277214925148,0.101354786539351,0.139390917893368,Anura,0.151164073706278,0.536823425022183,0.202099491394744,0.265015044702463,0.358670647951744,0.118447785453068,0.426819388748894,1,0.27203674470508,0.63601837235254,0.296416100858924,0.190998384127687,Very high
Duttaphrynus stuarti,LC,0.00500403894553407,0.75,0.533550021459451,0.72707227888605,0.531483163052328,0.490307397140176,0.353843448765585,0.326658759296496,0.651562456336659,0.518688753821682,0.458505646002417,0.552630301918757,0.572754191911761,0.37353496720931,0.726262072268573,Anura,0.124131082423039,NA,0.200750547170559,0.132026210812679,0.193580673796888,0.0861438439658676,0.518350639713191,0,0.147326471633807,0.0736632358169033,0.477670219976574,0.0199443193012512,Low
Echinotriton chinhaiensis,CR,9.32246854976804e-06,0,NA,0.425316422659126,0.774526673520379,0.720770172571565,0.425205807330607,0.538400017757347,0.810317925134101,0.372804916017513,0.638110301143323,0.684071156937165,0.6176788,0.0446476843010904,0,Caudata,0.154253558424363,NA,0.282361672733734,0.12316028855336,0.164559093325862,0.199918732222674,0.600720219318713,1,0.184850669051999,0.592425334525999,0.01116425169241,0.351908722040093,Very high
Fejervarya cancrivora,LC,0.0664985025750228,1,0.579009897949587,0.545404592224947,0.493373648300282,0.655544429928982,0.13308652485211,0.165341102719106,0.519469956986393,0.617871796591157,0.34079646003601,0.458835565511898,0.627165887225419,0.0681096842846186,0.376788115979073,Anura,0.141895619552025,0.535936113575865,NA,0.216252472276209,0.228311417639264,0.110117838277123,0.45568899643763,0,0.246502692264097,0.123251346132049,0.41808124015766,0.032683049461844,Medium
Fejervarya iskandari,LC,8.19452512197284e-05,0.125,0.285714285714286,0.604219400691499,0.632158252188094,0.564075679260654,0.111009385637373,0.173930280897543,NA,0.611445447594502,0.310654290998282,NA,0.624676644304672,0.098377937473374,0.107151262482396,Anura,0.0780094891316341,0.350566400473233,0.290474223297981,0.118554441939644,0.120992943402708,0.069173100365705,0.454021172696577,0,0.171295099768484,0.0856475498842421,0.123265086184255,0.0340925394208587,Medium
Fejervarya kawamurai,LC,0.155795412962753,0.875,0.882358753718361,0.633560567994351,0.669490204378349,0.734198474474425,0.46716203205231,0.506116944335987,0.668449003593823,0.382346670846996,0.501719844690707,0.590247201093225,0.516400158695467,0.0975519674216729,0.686181646875382,Anura,0.0790025377910184,NA,0.0995797303567062,0.116954142971837,0.11698273189795,0.0668427468508736,0.566969110215564,0,0.095872377973677,0.0479361889868385,0.539377556195634,0.0125189526601774,Very low
Fejervarya moodiei,LC,0.0193129413462616,1,0.687443914627066,0.451817271815798,0.590209272296912,0.731427187411333,0.18186596722867,0.231659637317527,0.442092120235729,0.439366095997369,0.303335167991643,0.39467867008176,0.518346352535074,0.0290088863196976,0.186093028388475,Anura,0.12766192210085,0.457556935817805,0.179841911695696,0.164386827059193,0.185016928739864,0.100162535554653,0.428479774291181,0,0.202437843494677,0.101218921747338,0.3843717541363,0.0266999575446624,Low
Gastrophrynoides immaculatus,VU,7.988980116597e-07,0.25,0.542857142857143,0.605063290084866,0.679671068781486,0.641620672303145,0.234504454699858,0.349276100189739,NA,0.481931286153335,0.293853401769179,NA,0.496610154041963,0.150327198890131,0.0289204962650087,Anura,0.0483835374600022,NA,NA,0.0460267648972855,0.0477591260203375,0.029561154002438,0.472816303502946,0.5,0.0429326455950158,0.271466322797508,0.194421127382059,0.103399031577112,High
Ghatophryne rubigina,NT,0.000284499815989404,0.25,0.944814660558101,0.396021692714689,0.633226786700359,0.571614951880728,0.224189038381902,0.272978187273414,0.39686523202371,0.277865579288058,0.214575475095851,0.303330140596317,0.332055361277677,0.270991196332604,0.250601955899187,Anura,0.0792232152708816,0.242236024844721,NA,0.0735111239011741,0.0846308061269695,0.0562779357984559,0.362272244523271,0.25,0.10717582118844,0.17858791059422,0.343338462521176,0.0424843225329634,Medium
Glandirana emeljanovi,LC,0.035770831519576,0.75,0.827791968655466,0.554279505908994,0.555070098176102,0.590578700723315,0.560829159846477,0.522319553585243,0.637645578334903,0.420590355320297,0.520886907066456,0.603295446623798,0.504747092072439,0.108650857144189,0.29414244712819,Anura,0.0977601235793887,0.441289559301982,NA,0.15596420091284,0.170268256697211,0.0914262494920764,0.547024239765802,0,0.1913416779967,0.0956708389983498,0.403271220889484,0.0312293638318752,Low
Glandirana rugosa,LC,0.024039073702145,0.75,0.650436651321541,0.429123280271405,0.702275072697838,0.614278131443975,0.513492010590755,0.58495319833236,0.77618142968146,0.316166285941022,0.597994918924705,0.676798855907502,0.515671617742219,0.101714680002927,0.350324871616784,Anura,0.0767957629923866,NA,0.0759678106565771,0.112102710311537,0.123200010809349,0.0565778138967899,0.572693480153324,0,0.0889288217333281,0.044464410866664,0.37530305532868,0.015907581730562,Very low
Glandirana susurra,EN,1.16208203962461e-05,0.375,0.677944862155389,0.0405063021687907,0.39102442195781,0.613356431010436,0.554553719726347,0.479147278269105,0.858890420267447,0.260371685622145,0.515041781040066,0.714707645953913,0.448804290445058,0.0457364592250809,0.0232544733242166,Anura,0.0793335540108132,NA,0.087827053803497,0.11189081476954,0.123956950719667,0.0648642828118651,0.487640397646112,0.75,0.0935745312230765,0.421787265611538,0.224389483105016,0.159527966618057,Very high
